DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
201104370,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,700,11,Northeast,1132,2,814,CHILD PORNOGRAPHY,1402 0514 1501,34,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,814.0,998.0,,,2800    AVENEL                       ST,,34.1087,-118.2695
201309918,04/25/2020 12:00:00 AM,04/25/2020 12:00:00 AM,1715,13,Newton,1309,2,756,WEAPONS POSSESSION/BOMBING,1402 1407 1419 1822,0,X,X,122.0,"VEHICLE, PASSENGER/TRUCK",109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,756.0,998.0,,,SANTA MONICA                 FY,ALAMEDA                      ST,34.0241,-118.232
200512612,08/03/2020 12:00:00 AM,08/03/2020 12:00:00 AM,2235,5,Harbor,558,1,433,DRIVING WITHOUT OWNER CONSENT (DWOC),0605 1309,31,F,B,101.0,STREET,,,AO,Adult Other,433.0,,,,SANTA CRUZ                   ST,PALOS VERDES                 ST,33.7442,-118.2817
200908387,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,1205,9,Van Nuys,926,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,1501,25,M,H,108.0,PARKING LOT,,,AO,Adult Other,421.0,,,,14400    VICTORY                      BL,,34.1903,-118.4399
200306326,02/08/2020 12:00:00 AM,02/07/2020 12:00:00 AM,1350,3,Southwest,325,1,352,PICKPOCKET,1822 0344,20,M,W,402.0,MARKET,,,IC,Invest Cont,352.0,,,,VERMONT,ADAMS,34.0328,-118.2915
201109638,05/22/2020 12:00:00 AM,05/20/2020 12:00:00 AM,1600,11,Northeast,1177,1,443,SHOPLIFTING - ATTEMPT,1300 0326 0342 0344 0104 0209,0,X,X,243.0,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,AO,Adult Other,443.0,,,,2000 N  FIGUEROA                     ST,,34.0884,-118.2258
200608406,03/28/2020 12:00:00 AM,03/27/2020 12:00:00 AM,2345,6,Hollywood,666,2,660,COUNTERFEIT,1402 1822,0,X,X,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,660.0,998.0,,,1400    VINE                         ST,,34.0962,-118.3266
200113652,06/19/2020 12:00:00 AM,06/16/2020 12:00:00 AM,1300,1,Central,182,2,666,"BUNCO, ATTEMPT",0800 0913,44,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,666.0,,,,1200 S  FIGUEROA                     ST,,34.0423,-118.2666
200708836,05/02/2020 12:00:00 AM,05/02/2020 12:00:00 AM,1300,7,Wilshire,724,2,950,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",1822 0344 1218,60,M,H,517.0,MISSIONS/SHELTERS,,,IC,Invest Cont,950.0,,,,7600    BEVERLY                      BL,,34.0761,-118.3555
201013347,09/23/2020 12:00:00 AM,09/22/2020 12:00:00 AM,2130,10,West Valley,1037,2,943,CRUELTY TO ANIMALS,1822 2020 1236 0500,0,M,O,729.0,SPECIALTY SCHOOL/OTHER,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,943.0,,,,6700    BALBOA                       BL,,34.1895,-118.51
200415786,12/09/2020 12:00:00 AM,12/09/2020 12:00:00 AM,2318,4,Hollenbeck,443,2,439,FALSE POLICE REPORT,0392 1402 1419 1407,0,X,X,712.0,COLISEUM,,,AA,Adult Arrest,439.0,998.0,,,1800    MARENGO                      ST,,34.0609,-118.2052
200504944,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1025,5,Harbor,517,2,933,PROWLER,0100 1202 1822,62,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,933.0,,,,1100    BANNING                      BL,,33.785,-118.2583
200807639,03/18/2020 12:00:00 AM,03/16/2020 12:00:00 AM,1330,8,West LA,893,1,345,DISHONEST EMPLOYEE - GRAND THEFT,1202 0329,67,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,345.0,,,,2600    GREENFIELD                   AV,,34.0358,-118.4299
200316139,08/22/2020 12:00:00 AM,08/19/2020 12:00:00 AM,1200,3,Southwest,398,2,928,THREATENING PHONE CALLS/LETTERS,1309 0913 0432 0443,47,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont,928.0,,,,600 W  42ND                         ST,,34.007,-118.2857
200105626,01/24/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1900,1,Central,135,1,351,PURSE SNATCHING,0377 1822 0304 0346,26,F,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,351.0,,,,3RD,LOS ANGELES,34.0485,-118.2447
200109321,03/17/2020 12:00:00 AM,03/16/2020 12:00:00 AM,1135,1,Central,156,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",0344 1202 0324 1803,60,M,O,203.0,OTHER BUSINESS,,,AO,Adult Other,670.0,,,,300 E  5TH                          ST,,34.0449,-118.2458
200209899,05/07/2020 12:00:00 AM,03/18/2020 12:00:00 AM,2000,2,Rampart,245,2,652,DOCUMENT WORTHLESS ($200 & UNDER),0924 0344,52,M,B,518.0,TRANSITIONAL HOUSING/HALFWAY HOUSE,,,IC,Invest Cont,652.0,,,,2300 W  6TH                          ST,,34.0605,-118.2769
200915855,10/13/2020 12:00:00 AM,10/05/2020 12:00:00 AM,1430,9,Van Nuys,914,2,949,ILLEGAL DUMPING,1501,0,X,X,247.0,CAR WASH,,,IC,Invest Cont,949.0,,,,14900    SHERMAN                      WY,,34.2011,-118.4588
200405487,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,1920,4,Hollenbeck,439,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,0913 1259 0554 0522,14,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,760.0,,,,1900    LANSDOWNE                    AV,,34.0641,-118.1747
201107029,03/08/2020 12:00:00 AM,03/07/2020 12:00:00 AM,1700,11,Northeast,1162,2,622,BATTERY ON A FIREFIGHTER,1213 0416,35,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,622.0,,,,1300 N  VERMONT                      AV,,34.0956,-118.2918
201010913,07/12/2020 12:00:00 AM,07/11/2020 12:00:00 AM,1830,10,West Valley,1025,2,446,PETTY THEFT - AUTO REPAIR,0913 0601,0,M,W,217.0,AUTO REPAIR SHOP,,,IC,Invest Cont,446.0,,,,18400    VANOWEN                      ST,,34.1975,-118.5273
201008504,04/20/2021 12:00:00 AM,04/28/2020 12:00:00 AM,847,10,West Valley,1077,1,113,"MANSLAUGHTER, NEGLIGENT",0359 0446 0400 1822 0416 0429,34,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,113.0,,,,VENTURA                      BL,ENCINO                       AV,34.1615,-118.5142
200306620,02/13/2020 12:00:00 AM,02/13/2020 12:00:00 AM,1516,3,Southwest,363,2,438,RECKLESS DRIVING,1822,0,X,X,101.0,STREET,,,IC,Invest Cont,438.0,,,,4100    CRENSHAW                     BL,,34.0126,-118.3403
200507137,03/13/2020 12:00:00 AM,03/13/2020 12:00:00 AM,1710,5,Harbor,505,1,471,TILL TAP - PETTY ($950 & UNDER),0342 0380 0104 1027 0324 0344 1236 1309,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,471.0,,,,900 W  190TH                        ST,,33.8592,-118.2899
200511419,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,2220,5,Harbor,513,1,451,PURSE SNATCHING - ATTEMPT,1300 0400 0432 1313,21,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,451.0,,,,1400 W  PACIFIC COAST,,33.7907,-118.2829
200616962,10/20/2020 12:00:00 AM,10/20/2020 12:00:00 AM,1520,6,Hollywood,666,2,436,LYNCHING - ATTEMPTED,1822 0416,0,X,X,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,436.0,,,,LA MIRADA,VINE,34.0935,-118.3266
200611539,06/18/2020 12:00:00 AM,05/20/2020 12:00:00 AM,1810,6,Hollywood,638,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",1902 0913 1822,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,653.0,,,,1800 N  WESTERN                      AV,,34.1038,-118.3151
201206875,02/10/2020 12:00:00 AM,02/08/2020 12:00:00 AM,2000,12,77th Street,1258,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",,26,F,H,101.0,STREET,,,IC,Invest Cont,654.0,,,,VERMONT                      AV,88TH                         ST,33.9713,-118.2739
201306994,02/23/2020 12:00:00 AM,02/18/2020 12:00:00 AM,1430,13,Newton,1353,1,474,"THEFT, COIN MACHINE - PETTY ($950 & UNDER)",1300 1309 0344,0,X,X,222.0,LAUNDROMAT,,,IC,Invest Cont,474.0,,,,1000 E  VERNON                       AV,,34.0039,-118.2583
200612330,07/08/2020 12:00:00 AM,06/14/2020 12:00:00 AM,1022,6,Hollywood,629,2,921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,,0,F,X,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,921.0,,,,5800    FOOTHILL                     DR,,34.1077,-118.3158
200110726,04/19/2020 12:00:00 AM,04/18/2020 12:00:00 AM,2300,1,Central,101,1,485,BIKE - ATTEMPTED STOLEN,1822 1414 0344 1501,32,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,485.0,,,,1300    LILAC                        TR,,34.0734,-118.2504
200908563,04/17/2020 12:00:00 AM,04/11/2020 12:00:00 AM,1500,9,Van Nuys,911,2,954,CONTRIBUTING,0923,26,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,954.0,,,,15400    SHERMAN                      WY,,34.2012,-118.4684
200908253,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,1230,9,Van Nuys,981,2,942,BRIBERY,1402,22,F,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,942.0,998.0,,,14900    VENTURA                      BL,,34.1524,-118.4574
200516708,11/16/2020 12:00:00 AM,11/09/2020 12:00:00 AM,1300,5,Harbor,515,1,487,BOAT - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,487.0,,,,400 E  LOMITA                       BL,,33.7989,-118.2685
201005165,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,1640,10,West Valley,1006,2,944,CONSPIRACY,0206 0209 0216 1822 0207 1420,30,M,O,403.0,DRUG STORE,,,IC,Invest Cont,944.0,,,,8200    WHITE OAK                    AV,,34.2193,-118.5186
200716373,11/24/2020 12:00:00 AM,07/04/2020 12:00:00 AM,1200,7,Wilshire,733,2,347,GRAND THEFT / INSURANCE FRAUD,1803,45,F,O,754.0,MUSEUM,,,AO,Adult Other,347.0,,,,5900    WILSHIRE                     BL,,34.0637,-118.3562
201204917,01/14/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1600,12,77th Street,1268,2,865,"DRUGS, TO A MINOR",0360 1251 1259,14,F,H,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,865.0,,,,200 W  84TH                         ST,,33.9633,-118.2761
201305608,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,1640,13,Newton,1391,2,870,CHILD ABANDONMENT,1257 0553,0,F,B,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,870.0,,,,300 W  69TH                         ST,,33.9774,-118.2783
200311183,05/11/2020 12:00:00 AM,05/11/2020 12:00:00 AM,300,3,Southwest,396,1,473,"THEFT, COIN MACHINE - GRAND ($950.01 & OVER)",1822 0344 0202 0216 1609 0345 0329,19,X,X,247.0,CAR WASH,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,473.0,,,,4200 S  VERMONT                      AV,,34.0073,-118.2915
200904741,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1120,9,Van Nuys,939,2,880,DISRUPT SCHOOL,1501,27,M,O,721.0,HIGH SCHOOL,,,IC,Invest Cont,880.0,,,,13000    OXNARD                       ST,,34.1794,-118.4162
200101095,11/06/2020 12:00:00 AM,11/06/2020 12:00:00 AM,2240,1,Central,154,1,475,"THEFT, COIN MACHINE - ATTEMPT",1402 0344 1822,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,475.0,,,,500 S  LOS ANGELES                  ST,,34.046,-118.2493
200908400,04/13/2020 12:00:00 AM,03/06/2020 12:00:00 AM,1611,9,Van Nuys,904,1,444,DISHONEST EMPLOYEE - PETTY THEFT,0344 1420,30,M,W,404.0,DEPARTMENT STORE,,,IC,Invest Cont,444.0,,,,14900    RAYMER                       ST,,34.2131,-118.4584
200117044,08/26/2020 12:00:00 AM,08/26/2020 12:00:00 AM,2340,1,Central,142,2,435,LYNCHING,1501 1822 1414 0444,56,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,435.0,,,,3RD,FLOWER,34.0545,-118.2534
201908231,03/30/2020 12:00:00 AM,03/30/2020 12:00:00 AM,2000,19,Mission,1998,2,906,FIREARMS RESTRAINING ORDER (FIREARMS RO),3011 3037 3034 3028 3102 4026,28,F,W,108.0,PARKING LOT,,,IC,Invest Cont,906.0,,,,7800    NOLLAN                       PL,,34.2128,-118.445
201512304,07/07/2020 12:00:00 AM,07/06/2020 12:00:00 AM,1940,15,N Hollywood,1514,2,931,"REPLICA FIREARMS(SALE,DISPLAY,MANUFACTURE OR DISTRIBUTE)",,0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,931.0,,,,6800    LAUREL CANYON                BL,,34.194,-118.3965
201909041,04/24/2020 12:00:00 AM,04/22/2020 12:00:00 AM,420,19,Mission,1944,2,349,GRAND THEFT / AUTO REPAIR,0344,0,M,O,217.0,AUTO REPAIR SHOP,,,IC,Invest Cont,349.0,,,,11400    SAN FERNANDO                 RD,,34.2771,-118.4338
201410710,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,1500,14,Pacific,1435,1,353,DRUNK ROLL,0344,57,M,W,103.0,ALLEY,,,IC,Invest Cont,353.0,,,,VENICE,CENTINELA,34.0038,-118.4336
202004077,01/02/2020 12:00:00 AM,01/01/2020 12:00:00 AM,400,20,Olympic,2024,1,452,"PICKPOCKET, ATTEMPT",0370 0377 0344 2034,30,M,B,504.0,OTHER RESIDENCE,,,IC,Invest Cont,452.0,,,,3900 W  6TH                          ST,,34.0635,-118.3078
210511522,07/15/2021 12:00:00 AM,07/14/2021 12:00:00 AM,1630,5,Harbor,521,2,924,TELEPHONE PROPERTY - DAMAGE,0444 0913 1802,34,M,B,213.0,WAREHOUSE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,924.0,,,,300    WESTMONT                     DR,,33.7639,-118.2934
211006839,04/05/2021 12:00:00 AM,04/04/2021 12:00:00 AM,1430,10,West Valley,1037,2,840,"BEASTIALITY, CRIME AGAINST NATURE SEXUAL ASSLT WITH ANIM",1822 0400,0,M,W,721.0,HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,840.0,,,,6700    BALBOA                       BL,,34.1895,-118.51
212018617,12/23/2021 12:00:00 AM,10/16/2021 12:00:00 AM,1330,20,Olympic,2034,2,948,BIGAMY,1501 0913,40,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,948.0,,,,3400 W  7TH                          ST,,34.0597,-118.3009
212013135,07/17/2021 12:00:00 AM,07/17/2021 12:00:00 AM,1215,20,Olympic,2039,2,884,FAILURE TO DISPERSE,1822,0,X,X,101.0,STREET,,,IC,Invest Cont,884.0,,,,HOOVER                       AV,WILSHIRE                     BL,34.0618,-118.2842
210120297,11/11/2021 12:00:00 AM,11/11/2021 12:00:00 AM,1905,1,Central,155,2,904,FIREARMS EMERGENCY PROTECTIVE ORDER (FIREARMS EPO),1402 1419,0,X,X,101.0,STREET,,,AA,Adult Arrest,904.0,,,,6TH,MAPLE,34.0439,-118.2479
211411077,04/27/2021 12:00:00 AM,04/09/2021 12:00:00 AM,1500,14,Pacific,1401,2,830,INCEST (SEXUAL ACTS BETWEEN BLOOD RELATIVES),0500 0512,11,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,830.0,,,,2700    ARMACOST                     AV,,34.0229,-118.4441
221010967,06/27/2022 12:00:00 AM,06/24/2022 12:00:00 AM,1700,10,West Valley,1065,2,432,BLOCKING DOOR INDUCTION CENTER,0913 0603,53,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,432.0,,,,5400    NEWCASTLE                    AV,,34.1687,-118.5244
220615548,09/03/2022 12:00:00 AM,09/03/2022 12:00:00 AM,1330,6,Hollywood,647,2,882,INCITING A RIOT,1822 1501,0,X,X,101.0,STREET,,,IC,Invest Cont,882.0,,,,HOLLYWOOD,VINE,34.1016,-118.3267
231008207,04/20/2023 12:00:00 AM,11/01/2022 12:00:00 AM,1900,10,West Valley,1077,1,445,DISHONEST EMPLOYEE ATTEMPTED THEFT,0344 0913,0,M,W,403.0,DRUG STORE,,,AA,Adult Arrest,445.0,,,,17300    VENTURA                      BL,,34.1608,-118.5098
240504858,01/23/2024 12:00:00 AM,01/23/2024 12:00:00 AM,259,5,Harbor,529,1,926,TRAIN WRECKING,1822 1501,50,M,W,154.0,TRAIN TRACKS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,926.0,,,,700 N  HENRY FORD                   AV,,33.7798,-118.2414
241812913,08/14/2024 12:00:00 AM,07/20/2024 12:00:00 AM,1730,18,Southeast,1823,1,453,DRUNK ROLL - ATTEMPT,0913 0344,58,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,453.0,,,,400 E  95TH                         ST,,33.9502,-118.2673
